,name,satisfaction_level,last_evaluation,number_projects,average_monthly_hours,time_spent_company,work_accident,left,promotion_last_5_years,department,salary,salary_level
13134,EALEY,0.56,0.81,4,188,3,1,0,0,marketing,low,1
13141,HANKERSON,0.8,0.82,4,271,4,0,0,0,sales,low,1
13144,SHEELY,0.58,0.97,3,274,4,1,0,1,sales,medium,2
13146,MUMM,0.8,0.94,4,271,4,0,0,1,sales,medium,2
13149,CONIGLIO,0.85,0.98,5,222,3,0,0,1,sales,medium,2
13151,BOOMER,0.95,0.84,3,270,3,1,0,1,sales,medium,2
13152,TOCCO,0.81,0.92,5,258,3,0,0,1,sales,medium,2
13153,NOVA,0.16,0.82,6,202,4,1,0,1,sales,medium,2
13158,TANT,0.94,0.73,3,196,3,0,0,0,hr,medium,2
13159,STONEKING,0.76,0.79,5,187,4,0,0,0,hr,medium,2
13161,MELIN,0.93,0.9,4,256,4,0,0,0,technical,low,1
13163,DERRICO,0.19,0.94,4,196,5,0,0,0,technical,low,1
13164,WESTRICK,0.66,0.76,3,170,3,0,0,0,technical,low,1
13165,PONS,0.16,0.94,4,261,6,0,0,0,technical,low,1
13166,PAREKH,0.83,0.99,5,132,3,0,0,0,technical,low,1
13173,DZIEDZIC,0.65,0.79,5,233,3,0,0,0,support,low,1
13176,MATSUDA,0.66,0.89,4,169,4,0,0,0,support,low,1
13177,JEON,0.87,0.87,4,144,3,0,0,0,support,low,1
13178,FOYE,0.2,0.99,5,151,3,1,0,0,support,low,1
13179,BAUMER,0.63,0.91,4,252,3,1,0,0,support,medium,2
13180,ORGAN,0.69,0.98,4,180,3,0,0,0,support,medium,2
13182,LEVEY,0.8,0.8,4,263,4,0,0,0,support,medium,2
13183,HATHORN,0.89,0.74,5,260,6,0,0,0,technical,medium,2
13185,CANDELA,0.37,0.86,6,260,3,0,0,0,technical,medium,2
13192,BARRAS,0.75,0.78,2,259,3,0,0,0,product_mng,low,1
13193,SHERRARD,0.88,0.82,3,265,3,0,0,0,product_mng,medium,2
13195,LADWIG,0.99,0.99,4,163,4,0,0,0,product_mng,medium,2
13197,GRUNWALD,0.89,0.71,4,190,3,0,0,0,RandD,low,1
13198,CENTERS,0.54,0.73,3,157,3,0,0,0,RandD,low,1
13199,IVERS,0.32,0.86,4,266,4,0,0,0,RandD,low,1
13203,GOODRIDGE,0.65,0.76,2,170,5,0,0,0,IT,low,1
13204,DUNFEE,0.8,0.71,4,161,4,0,0,0,IT,low,1
13205,BREEZE,0.61,0.86,3,239,3,0,0,0,IT,low,1
13215,PAI,0.83,0.91,3,155,3,0,0,0,RandD,low,1
13216,NEER,0.19,0.83,5,280,4,0,0,0,RandD,low,1
13219,LEAGUE,0.92,0.99,3,176,8,0,0,0,sales,medium,2
13221,FRAY,0.62,0.91,3,269,8,0,0,0,support,medium,2
13223,DIDIER,0.95,0.74,5,243,6,0,0,0,management,medium,2
13224,AGUILLON,0.51,0.8,4,198,6,0,0,0,marketing,medium,2
13225,TOLAR,0.52,0.89,3,188,6,0,0,0,marketing,medium,2
13227,CRINER,0.62,0.79,4,268,6,0,0,0,sales,medium,2
13228,WINDERS,0.73,0.88,5,233,4,1,0,0,sales,medium,2
13229,VERDI,0.32,0.86,4,214,5,0,0,0,sales,medium,2
13230,UTT,0.78,0.96,2,285,3,0,0,0,sales,high,3
13232,TURBEVILLE,0.56,0.92,4,224,3,0,0,0,sales,medium,2
13233,SCHULTZE,0.96,0.89,3,142,4,0,0,0,sales,medium,2
13234,RADA,0.79,0.82,4,220,3,0,0,0,sales,medium,2
13246,HEASLEY,0.48,1.0,4,261,3,0,0,0,accounting,low,1
13248,VELAZCO,0.72,0.85,5,237,4,0,0,0,accounting,low,1
13250,MUNCH,0.31,0.87,6,240,3,1,0,0,hr,low,1
13255,VROMAN,0.93,0.99,3,169,3,0,0,0,technical,low,1
13257,ROSER,0.95,0.9,3,155,3,0,0,0,technical,medium,2
13267,RAGO,0.15,0.91,5,230,3,0,0,0,support,medium,2
13272,VOTH,0.9,0.73,2,203,4,0,0,0,support,medium,2
13273,RUTT,0.94,0.95,5,170,3,0,0,0,support,medium,2
13274,LEOPARD,0.8,0.86,3,203,3,0,0,0,support,medium,2
13276,SEIGLER,0.43,0.96,3,109,6,0,0,0,technical,low,1
13281,TROCHE,0.86,0.91,4,253,3,0,0,0,IT,low,1
13283,SOSEBEE,1.0,0.86,2,264,3,0,0,0,IT,medium,2
13285,NICASTRO,0.9,0.93,3,209,3,0,0,0,product_mng,medium,2
13289,RAI,0.69,0.88,3,164,10,0,0,0,management,medium,2
13290,STRECKER,0.73,0.84,3,216,8,0,0,0,management,medium,2
13291,PORCHE,0.48,0.74,2,271,8,1,0,0,management,medium,2
13293,GELMAN,0.74,0.73,3,156,8,0,0,0,management,medium,2
13295,CLOWER,0.93,0.94,4,233,6,0,0,0,IT,medium,2
13298,BALSER,0.55,0.86,4,169,6,0,0,0,IT,medium,2
13299,VARLEY,0.59,0.73,3,172,6,0,0,0,product_mng,medium,2
13300,GOODSPEED,0.72,0.98,4,156,3,0,0,0,product_mng,medium,2
13306,GOTTFRIED,0.87,0.92,4,263,3,0,0,0,management,medium,2
13309,BIZZELL,0.69,0.83,4,252,3,0,0,0,management,medium,2
13310,TINDLE,0.61,0.9,2,142,3,0,0,0,marketing,high,3
13311,STENDER,0.96,0.85,4,247,3,0,0,0,sales,high,3
13313,MANZ,0.96,0.82,4,244,3,0,0,0,support,high,3
13314,JI,0.77,0.81,4,164,3,0,0,0,technical,high,3
13315,HOYE,0.85,0.87,6,232,5,0,0,0,management,high,3
13323,DOCKTER,0.85,0.94,5,235,4,0,0,0,sales,low,1
13326,TANDY,0.13,0.97,4,162,6,0,0,0,sales,low,1
13327,SCOTTI,0.6,0.79,4,262,3,0,0,0,sales,low,1
13329,NETTLETON,0.49,1.0,2,125,4,1,0,0,sales,low,1
13331,BAYLISS,0.68,0.89,5,218,5,0,0,0,sales,low,1
13332,WHERRY,0.53,0.91,5,181,3,0,0,0,sales,low,1
13333,VOLKER,1.0,0.77,5,269,3,0,0,0,sales,low,1
13335,STELZER,0.29,0.75,6,271,10,0,0,0,sales,medium,2
13336,LETTS,0.54,0.83,4,201,8,1,0,0,sales,medium,2
13337,JOINES,0.25,0.9,6,229,8,0,0,0,sales,medium,2
13338,HENRICKSON,0.71,0.76,4,148,8,0,0,0,accounting,medium,2
13339,FEWELL,0.96,0.84,3,147,8,0,0,0,accounting,medium,2
13340,VIATOR,0.8,0.9,4,211,8,0,0,0,accounting,medium,2
13341,JEFFORDS,0.82,0.87,5,145,6,0,0,0,hr,medium,2
13342,CATT,0.19,0.97,6,269,6,0,0,0,hr,medium,2
13343,MILBY,0.43,0.74,4,129,6,0,0,0,hr,medium,2
13344,JOZWIAK,0.62,0.84,3,270,6,0,0,0,hr,medium,2
13345,GUERRIERO,0.75,0.85,3,250,6,0,0,0,technical,medium,2
13347,PORTWOOD,0.88,0.91,4,233,4,0,0,0,technical,high,3
13350,BILLIE,0.74,1.0,4,192,4,0,0,0,technical,high,3
13353,MANTZ,0.13,0.9,5,264,6,0,0,0,technical,high,3
13356,HOSFORD,0.56,0.94,3,154,3,1,0,0,support,low,1
13362,BODIN,0.54,0.95,4,256,3,0,0,0,support,low,1
13365,ABDI,0.77,0.87,3,275,4,1,0,0,support,medium,2
13367,REIMANN,0.8,0.74,3,228,3,0,0,0,technical,medium,2
13372,PULS,0.69,0.82,4,252,3,1,0,0,IT,medium,2
13373,PASCARELLA,0.78,0.89,4,137,3,0,0,0,IT,medium,2
13374,MCFEE,0.77,0.75,4,191,3,0,0,0,IT,medium,2
13377,GROGG,0.48,0.77,6,274,6,0,0,0,product_mng,medium,2
13378,DRINKWATER,0.55,0.96,3,194,3,0,0,0,product_mng,medium,2
13380,DACUS,0.77,0.83,5,216,4,0,0,0,IT,medium,2
13381,ROLLINGS,0.93,0.98,3,241,3,0,0,0,IT,medium,2
13382,COPPLE,0.65,0.91,4,243,5,1,0,0,IT,medium,2
13384,BRABHAM,0.95,0.88,3,199,3,0,0,0,IT,medium,2
13385,SANSON,0.61,0.97,6,286,4,0,0,0,product_mng,medium,2
13387,RENKEN,0.65,1.0,4,229,4,0,0,0,product_mng,low,1
13388,PEREDA,0.85,0.81,4,260,3,0,0,0,product_mng,medium,2
13390,GERARDO,0.65,0.9,6,217,4,1,0,1,RandD,medium,2
13395,MAGYAR,0.84,0.75,4,135,3,0,0,1,RandD,medium,2
13397,FLUHARTY,0.8,0.75,4,224,3,0,0,1,sales,medium,2
13398,BIONDI,0.49,0.91,4,134,4,0,0,0,accounting,low,1
13401,IMLER,0.28,0.89,4,97,6,0,0,0,management,low,1
13405,BALSAMO,0.61,0.89,3,242,10,0,0,0,sales,high,3
13406,PELZER,0.47,0.79,3,284,10,0,0,0,sales,low,1
13409,KULKARNI,0.56,0.87,3,146,10,0,0,0,sales,low,1
13410,GIMENEZ,0.84,0.85,4,207,10,0,0,0,sales,low,1
13414,WRIGLEY,0.48,0.71,2,162,3,1,0,0,sales,high,3
13416,SCHERRER,0.77,0.89,4,153,7,0,0,0,sales,medium,2
13417,LIPTAK,1.0,0.72,5,194,7,1,0,0,sales,medium,2
13419,HOLZMAN,0.93,0.73,4,283,7,0,0,0,sales,high,3
13422,FRANKO,0.5,0.82,2,286,6,0,0,0,sales,medium,2
13424,ARWOOD,0.93,0.95,5,176,6,0,0,1,accounting,medium,2
13425,SLEZAK,0.5,1.0,5,264,8,0,0,1,accounting,high,3
13426,HEREFORD,0.52,0.84,3,261,8,0,0,1,accounting,low,1
13427,GEAR,0.5,0.71,4,163,8,0,0,1,hr,medium,2
13429,LONGFELLOW,0.95,0.84,3,261,8,1,0,1,hr,medium,2
13433,TARVIN,0.97,0.84,4,177,6,0,0,0,technical,low,1
13437,BERAN,0.57,1.0,4,227,10,0,0,0,technical,low,1
13438,ARDEN,0.48,0.93,3,150,10,0,0,0,technical,low,1
13441,RUAN,0.99,0.84,4,142,10,0,0,0,technical,high,3
13442,PINERO,0.79,0.83,3,126,10,1,0,0,support,low,1
13443,PEED,0.65,0.85,4,201,10,0,0,0,support,low,1
13445,HAQUE,0.99,0.94,4,167,4,0,0,0,support,low,1
13449,CASSANO,0.39,0.89,3,188,5,0,0,0,support,low,1
13452,KOPECKY,0.62,0.79,3,259,3,0,0,0,support,medium,2
13455,FODOR,0.82,0.82,3,164,3,0,0,0,technical,high,3
13458,MUTCHLER,0.4,0.89,2,165,3,0,0,0,IT,medium,2
13459,LAMOTTE,0.72,0.8,3,222,3,0,0,0,IT,medium,2
13460,HAYDON,0.75,0.84,5,222,3,1,0,0,IT,medium,2
13461,CASTELAN,0.5,0.77,3,265,3,0,0,0,IT,medium,2
13465,TANNEHILL,0.24,0.94,6,144,4,0,0,0,product_mng,low,1
13469,RAKOWSKI,0.76,0.77,4,169,10,0,0,0,management,medium,2
13472,WYSONG,0.81,0.85,4,134,10,1,0,0,management,medium,2
13474,PATTILLO,0.98,0.98,4,170,10,0,0,0,IT,medium,2
13475,MANNIX,0.58,0.91,3,154,10,0,0,0,product_mng,high,3
13479,LOFLIN,0.49,0.77,3,211,3,0,0,0,IT,high,3
13481,IVERY,0.16,0.93,5,210,7,0,0,1,management,medium,2
13485,LIKENS,0.48,0.84,4,186,7,0,0,1,management,medium,2
13486,HARTIN,0.56,0.71,3,211,6,0,0,1,marketing,low,1
13490,GARIBALDI,0.22,0.91,6,222,8,0,0,0,technical,low,1
13491,DUPLANTIS,0.96,0.71,3,205,8,1,0,0,management,medium,2
13492,BATTY,0.87,0.88,4,140,8,0,0,0,marketing,medium,2
13494,BEEKMAN,0.66,0.85,3,178,8,1,0,0,marketing,medium,2
13497,NICOLOSI,0.76,0.82,4,170,6,0,0,0,sales,medium,2
13499,DREWRY,0.69,0.76,3,174,6,0,0,0,sales,medium,2
13502,STRINGFIELD,0.62,0.91,3,251,10,0,0,0,sales,medium,2
13506,DIMMICK,0.53,0.79,3,221,10,1,0,0,sales,medium,2
13507,DEMATTEO,0.69,0.73,4,257,10,1,0,0,sales,medium,2
13510,CAVALIERE,0.77,0.75,6,246,6,0,0,0,sales,low,1
13511,BELLINO,0.77,0.76,6,263,6,0,0,0,sales,low,1
13512,SCLAFANI,0.76,0.99,3,133,4,0,0,0,sales,low,1
13514,RAINBOLT,0.5,0.95,3,198,4,0,0,0,accounting,low,1
13515,OVERMYER,0.57,0.9,5,145,3,0,0,0,accounting,low,1
13517,HILLYARD,0.26,0.99,5,184,5,0,0,0,hr,low,1
13523,LINEBERGER,0.8,0.96,3,161,3,0,0,0,technical,low,1
13527,BONNET,0.66,0.81,3,174,3,0,0,0,technical,low,1
13528,AUDET,0.96,0.83,3,177,4,0,0,0,technical,low,1
13529,RYMAN,0.75,0.94,5,194,4,0,0,0,technical,low,1
13535,WYSS,0.23,0.94,5,242,4,0,0,0,support,medium,2
13537,PATNODE,0.82,0.71,3,150,3,0,0,0,support,medium,2
13540,RESTIVO,1.0,0.74,2,187,3,0,0,0,support,medium,2
13544,DRINKARD,0.49,0.94,3,144,3,1,0,0,technical,medium,2
13552,BLAUVELT,0.77,0.91,4,239,3,1,0,0,product_mng,low,1
13554,PIETRZAK,0.69,0.9,3,185,4,0,0,0,product_mng,low,1
13558,CASTALDO,0.69,0.72,4,185,10,1,0,0,management,high,3
13559,ZELLMER,0.14,0.76,4,142,10,0,0,0,management,high,3
13560,STRATMAN,0.95,0.9,4,221,10,1,0,0,management,high,3
13563,HUNEYCUTT,0.51,0.73,4,229,3,0,0,0,sales,low,1
13565,FOUTZ,0.62,0.97,2,271,3,0,0,0,sales,low,1
13569,HAMBLEN,0.73,0.77,3,233,3,0,0,0,sales,medium,2
13570,BAGGS,0.82,0.8,3,162,3,0,0,0,sales,medium,2
13571,ALFIERI,0.62,0.75,5,165,4,0,0,0,sales,medium,2
13575,LAGUERRE,0.91,0.77,3,144,3,0,0,0,sales,medium,2
13580,TANNENBAUM,0.86,0.84,3,177,3,0,0,0,sales,medium,2
13583,RASHEED,0.98,0.74,3,185,3,0,0,0,sales,medium,2
13586,LAFORGE,1.0,0.93,5,167,3,0,0,0,sales,medium,2
13594,RUCK,0.86,0.89,4,153,4,0,0,0,sales,low,1
13599,KARLIN,0.52,0.8,3,252,4,0,0,0,product_mng,low,1
13604,SNEDEKER,0.33,0.97,5,130,4,0,0,0,management,high,3
13605,KRISHNAN,0.14,0.79,5,271,4,0,0,0,management,high,3
13606,BODIFORD,0.54,0.79,5,249,3,1,0,0,management,high,3
13611,BLOHM,0.15,0.75,3,150,4,0,0,1,accounting,medium,2
13612,MAHARAJ,0.97,0.79,5,259,3,0,0,1,support,medium,2
13617,SUTLIFF,0.82,0.71,2,209,5,0,0,1,marketing,medium,2
13618,SAPIENZA,0.86,0.95,4,149,3,0,0,1,sales,medium,2
13621,HUTSELL,0.17,0.78,3,239,6,0,0,0,sales,low,1
13623,DOYON,0.5,1.0,4,258,3,0,0,0,sales,medium,2
13624,DIBIASE,0.16,0.72,3,203,3,0,0,0,sales,medium,2
13625,CUMBIE,0.89,0.99,2,258,3,0,0,0,sales,medium,2
13629,OROS,0.75,0.99,2,237,5,1,0,0,product_mng,low,1
13632,EWART,0.81,0.74,2,228,3,0,0,0,management,high,3
13637,DIEBOLD,0.77,0.98,3,286,6,0,0,0,management,high,3
13638,BELLMAN,0.84,0.8,4,236,3,0,0,0,marketing,low,1
13645,FOLSE,0.78,0.96,3,202,4,1,0,0,marketing,medium,2
13647,ZAKRZEWSKI,0.77,0.71,5,250,3,1,0,0,sales,medium,2
13649,CLINKSCALES,0.16,0.98,3,232,5,0,0,0,sales,medium,2
13650,CASTIGLIONE,0.77,0.99,4,260,3,0,0,0,sales,medium,2
13652,ANGER,0.61,0.81,4,134,3,0,0,0,sales,medium,2
13653,WAITERS,0.59,0.81,4,189,3,0,0,0,sales,medium,2
13654,TARBOX,0.58,0.8,4,113,3,0,0,0,IT,medium,2
13662,BELZ,0.74,0.77,3,211,3,0,0,0,management,high,3
13664,TOBLER,0.74,0.71,3,206,3,0,0,0,management,high,3
13667,OBERHOLTZER,0.19,0.8,6,157,6,1,0,0,sales,low,1
13670,GATSON,0.84,0.73,4,197,3,0,0,1,technical,low,1
13671,CRONAN,0.59,0.84,4,251,4,1,0,1,management,low,1
13672,BROCHU,0.57,0.85,4,250,3,1,0,1,marketing,low,1
13680,CASTONGUAY,0.91,0.8,5,169,4,0,0,0,sales,low,1
13681,CARTE,0.48,0.9,4,208,3,0,0,0,sales,low,1
13689,OWNBY,0.57,0.78,3,134,3,0,0,0,RandD,medium,2
13690,MIKKELSEN,0.51,0.8,5,268,3,0,0,0,RandD,medium,2
13693,ESSIG,0.87,0.97,5,151,3,0,0,0,RandD,medium,2
13700,BUECHLER,0.59,0.94,5,157,7,1,0,0,management,medium,2
13701,TARLTON,0.64,0.87,4,157,7,0,0,0,marketing,low,1
13702,PINGEL,0.61,0.88,5,146,7,1,0,0,marketing,low,1
13706,MCBURNEY,0.77,0.75,3,170,7,0,0,0,sales,low,1
13707,DWIGHT,0.31,0.86,3,266,7,0,0,0,sales,low,1
13708,CID,0.54,0.76,3,183,3,0,0,0,sales,low,1
13710,BRUNTON,0.65,0.77,4,205,3,0,0,0,sales,low,1
13712,SCHIFFER,0.82,0.79,3,176,3,0,0,0,technical,low,1
13716,LONGWELL,0.65,0.89,4,204,8,1,0,0,support,low,1
13717,LAPPIN,0.69,0.78,5,131,8,0,0,0,support,low,1
13718,KALINA,0.93,0.74,5,248,8,1,0,0,support,low,1
13720,BASIL,0.75,0.87,4,146,8,1,0,0,support,low,1
13722,TYNAN,0.72,0.88,5,216,10,1,0,0,support,medium,2
13723,SHUM,0.59,0.92,3,203,10,0,0,0,support,medium,2
13726,FLEENER,0.93,0.87,4,139,8,0,0,0,technical,medium,2
13727,DUNMIRE,0.71,0.97,5,208,8,1,0,0,management,medium,2
13729,BALTIMORE,0.63,0.93,4,233,3,0,0,0,IT,medium,2
13733,LOAR,0.5,0.92,4,266,7,0,0,0,product_mng,medium,2
13737,AMENDOLA,0.47,0.76,6,174,10,0,0,0,IT,medium,2
13738,HEITZMAN,0.25,0.89,4,154,10,0,0,0,management,high,3
13742,MAILLOUX,0.67,0.72,2,134,10,0,0,0,management,high,3
13743,LEVIS,0.89,0.77,3,144,3,0,0,0,management,high,3
13744,CAPRA,0.6,0.91,5,211,3,0,0,0,sales,low,1
13745,BRAULT,0.64,0.79,4,139,3,0,0,0,sales,low,1
13747,WILDES,0.56,0.98,5,171,3,1,0,0,sales,low,1
13752,CHEESMAN,0.51,0.89,4,233,7,0,0,0,sales,medium,2
13755,MAGOON,0.87,0.82,4,198,7,0,0,0,sales,medium,2
13756,JANOWSKI,0.58,0.79,3,243,3,1,0,0,sales,medium,2
13758,SAEPHAN,0.42,0.8,4,259,7,1,0,0,sales,medium,2
13759,PUTZ,0.65,0.94,4,184,7,0,0,0,sales,medium,2
13760,OFARRELL,0.73,0.92,6,189,3,1,0,0,sales,medium,2
13763,JOPLIN,0.52,0.83,5,145,3,0,0,0,sales,medium,2
13767,NOCK,0.56,0.79,5,248,3,0,0,0,sales,medium,2
13769,BURAS,0.72,0.92,3,242,8,0,0,0,sales,medium,2
13770,PERSSON,0.74,0.78,4,194,8,0,0,0,sales,medium,2
13773,FLEISHER,0.76,0.79,3,247,3,0,0,0,sales,low,1
13776,TOROK,0.96,0.97,6,137,10,0,0,0,sales,low,1
13778,CORSI,0.61,0.82,4,184,8,0,0,0,IT,low,1
13784,CORBY,0.24,0.81,6,263,7,0,0,0,management,high,3
13788,CUESTA,0.55,0.78,4,261,3,0,0,0,management,high,3
13790,WANN,0.53,0.99,3,223,10,0,0,0,marketing,low,1
13791,MATCHETT,0.51,0.86,3,182,10,0,0,0,sales,low,1
13792,ESCARENO,0.57,0.93,2,204,10,0,0,0,accounting,low,1
13793,CRISSMAN,0.58,0.91,3,195,10,0,0,0,support,low,1
13794,CALAHAN,0.6,0.98,4,146,10,0,0,0,technical,low,1
13795,LUPER,0.65,0.74,4,233,4,1,0,0,management,low,1
13796,LIGUORI,0.91,0.75,2,147,3,0,0,0,marketing,low,1
13799,HELT,0.66,0.9,4,177,7,0,0,0,sales,low,1
13800,BONER,0.78,0.8,3,135,7,0,0,0,sales,medium,2
13803,SAATHOFF,0.95,0.84,3,240,7,0,0,0,sales,medium,2
13804,GILLELAND,0.65,0.85,4,172,3,0,0,0,sales,medium,2
13808,GOETSCH,0.99,0.94,5,151,3,0,0,0,product_mng,medium,2
13809,FRETWELL,0.76,0.72,3,263,3,0,0,0,product_mng,medium,2
13811,WEHRLE,0.95,0.75,4,151,3,0,0,0,product_mng,medium,2
13814,NISBET,0.69,0.86,5,195,6,0,0,0,management,high,3
13816,ESCALONA,0.89,0.96,3,179,8,0,0,0,management,high,3
13819,WOLSKI,0.15,0.75,3,259,8,1,0,0,marketing,high,3
13821,GUGLIELMO,0.89,0.86,4,153,3,0,0,0,accounting,low,1
13823,DIMICK,0.58,0.99,3,207,10,0,0,0,technical,low,1
13824,VANDERVEEN,0.56,0.85,3,265,10,1,0,0,management,low,1
13825,SAINI,0.25,0.72,5,279,8,0,0,0,marketing,low,1
13826,METHENY,0.87,0.89,4,225,8,0,0,0,marketing,low,1
13828,BRAUNSTEIN,0.72,0.75,4,211,4,0,0,0,sales,medium,2
13829,WORSLEY,0.49,0.94,4,175,3,0,0,0,sales,medium,2
13830,WALMSLEY,0.57,0.91,4,224,10,0,0,0,sales,medium,2
13834,HULME,0.66,0.95,5,192,7,0,0,0,sales,medium,2
13836,ARTHURS,0.68,0.97,3,250,3,1,0,0,product_mng,medium,2
13839,OGAWA,0.57,0.75,4,249,10,0,0,0,product_mng,medium,2
13842,CAMPISI,0.49,0.78,4,254,10,0,0,0,management,high,3
13844,ROSENSTEIN,0.77,0.89,4,269,10,0,0,0,management,high,3
13845,NUZZO,0.77,0.73,3,201,10,0,0,0,management,high,3
13846,LINTHICUM,0.59,0.73,4,247,10,0,0,0,management,high,3
13850,CHAE,0.7,0.84,3,260,4,1,0,0,support,medium,2
13855,SCOTTO,0.9,0.85,3,158,7,0,0,0,marketing,medium,2
13856,KOHLS,0.76,0.85,3,180,7,0,0,0,sales,medium,2
13860,CORMAN,0.91,0.77,3,195,7,0,0,0,sales,medium,2
13862,YOUNKER,0.61,0.77,5,232,7,0,0,0,sales,medium,2
13864,SWEETING,0.65,0.82,5,265,3,0,0,0,IT,low,1
13865,PULLINS,0.87,0.73,5,184,3,0,0,0,product_mng,low,1
13866,PARKERSON,0.56,0.71,5,244,3,0,0,0,product_mng,low,1
13869,CLUTE,0.66,0.78,4,161,6,0,0,0,IT,low,1
13870,LISK,0.15,0.81,5,280,3,1,0,0,RandD,high,3
13876,OLLIS,0.96,0.85,4,173,3,0,0,0,marketing,high,3
13877,LAFEVER,0.98,0.99,4,261,10,1,0,0,sales,low,1
13878,GRACEY,0.62,0.82,3,204,10,0,0,0,accounting,medium,2
13879,ESTER,0.62,0.73,3,144,10,1,0,0,support,high,3
13881,MENDELSOHN,0.5,0.91,4,144,8,0,0,0,management,medium,2
13882,FREW,0.71,0.93,5,140,8,0,0,0,marketing,medium,2
13885,RO,0.95,0.77,5,199,10,1,0,0,sales,medium,2
13890,BELLIVEAU,0.66,0.87,3,223,7,0,0,0,sales,high,3
13892,TRIVETTE,0.93,0.98,4,189,10,0,0,0,sales,medium,2
13895,STYER,0.69,0.85,3,153,10,0,0,0,support,medium,2
13899,CONDIT,0.94,0.9,4,144,4,0,0,0,support,low,1
13900,CHERAMIE,0.51,0.76,4,140,3,0,0,0,support,low,1
13903,JOSEPHS,0.66,0.89,4,173,4,0,0,0,support,low,1
13905,BRUCH,0.16,0.96,5,137,5,1,0,0,technical,low,1
13906,WEINMAN,0.81,0.78,3,165,3,0,0,0,technical,high,3
13907,KENNISON,0.73,0.94,3,177,3,0,0,0,technical,low,1
13909,GATHERS,0.62,0.73,3,245,4,0,0,0,IT,low,1
13912,JETTON,0.53,0.73,3,163,3,1,0,0,IT,low,1
13920,PFAU,0.77,0.86,5,238,3,0,0,0,management,high,3
13921,KRESGE,0.76,0.98,2,235,3,0,0,0,management,high,3
13922,HEINRICHS,0.82,0.9,3,215,4,0,0,0,management,high,3
13924,YOHN,0.63,0.98,4,187,3,0,0,0,management,high,3
13925,SPELLS,0.51,0.75,3,133,3,0,0,0,sales,medium,2
13929,BERGAN,0.63,0.85,4,182,3,1,0,0,sales,high,3
13932,SECRIST,0.98,0.74,4,151,3,0,0,0,sales,medium,2
13933,NAPOLES,0.16,0.95,6,117,7,0,0,0,sales,medium,2
13934,LANDMAN,0.54,0.78,3,156,7,0,0,0,sales,medium,2
13937,HALLENBECK,0.57,0.82,5,233,7,0,0,1,sales,medium,2
13938,DELOATCH,0.88,0.88,4,222,3,1,0,1,sales,medium,2
13939,BOWN,0.95,0.81,4,258,7,0,0,1,sales,medium,2
13942,WERTS,0.77,0.82,4,134,3,0,0,1,sales,low,1
13943,WEIRICH,0.24,0.94,6,141,3,1,0,0,sales,low,1
13944,SABINO,0.74,0.74,5,160,3,1,0,0,sales,high,3
13946,MCKAIN,0.89,0.77,5,232,3,0,0,0,sales,low,1
13949,HENTHORN,0.52,0.72,4,222,3,0,0,0,sales,low,1
13954,CLASS,0.79,0.86,5,238,8,0,0,0,sales,low,1
13955,ASMUS,0.48,0.89,4,145,3,0,0,0,sales,low,1
13956,PATT,0.27,0.76,4,108,10,0,0,0,sales,medium,2
13960,HANGER,0.49,0.88,4,240,8,0,0,0,product_mng,medium,2
13962,CALLES,0.99,0.92,4,265,4,1,0,0,product_mng,medium,2
13964,ASHBROOK,0.5,0.73,3,154,10,0,0,0,IT,medium,2
13965,ALBER,0.61,0.79,5,230,10,0,0,0,management,high,3
13968,LUBBERS,0.73,0.78,3,262,7,1,0,1,management,high,3
13969,DECARO,0.58,0.84,4,206,7,0,0,1,management,high,3
13970,TIGNER,0.74,0.98,3,166,3,1,0,1,management,high,3
13972,IACONO,0.88,0.83,4,273,10,0,0,0,sales,medium,2
13973,GAXIOLA,0.81,0.9,4,270,10,0,0,0,accounting,medium,2
13974,FERLAND,0.59,0.92,3,138,10,0,0,0,support,low,1
13977,BOYES,0.76,0.85,3,192,3,0,0,0,marketing,low,1
13986,NICODEMUS,0.66,0.72,4,271,3,0,0,0,sales,low,1
13988,YUNKER,0.34,0.72,3,118,4,0,0,0,IT,low,1
13989,STOGSDILL,0.48,0.8,4,196,5,0,0,0,product_mng,low,1
13992,DEWS,0.51,0.71,2,180,3,0,0,0,product_mng,low,1
13993,VILLAFANA,0.84,0.78,4,263,3,0,0,0,IT,low,1
13994,SHAN,0.66,0.79,5,134,3,0,0,0,management,high,3
13995,MINCH,0.72,0.88,3,189,3,1,0,0,management,high,3
13996,KAST,0.53,0.91,4,167,4,0,0,0,management,high,3
14000,TAFF,0.72,0.99,4,239,3,0,0,0,marketing,medium,2
14002,SABELLA,0.98,0.91,3,188,4,0,0,0,accounting,medium,2
14003,KAHAN,0.56,0.74,3,265,3,0,0,0,support,medium,2
14004,GERTH,0.77,0.82,3,153,3,1,0,0,technical,medium,2
14010,ALAIMO,0.72,0.71,4,256,3,0,0,1,sales,medium,2
14017,BOOZE,0.64,0.94,4,210,3,0,0,0,product_mng,low,1
14019,SWILLEY,0.69,0.9,5,103,5,0,0,0,product_mng,low,1
14021,TALLANT,0.73,0.9,5,184,3,0,0,0,IT,low,1
14026,KILLINGER,0.88,0.81,4,179,3,0,0,0,management,high,3
14028,HEINTZELMAN,0.68,0.79,4,184,3,0,0,0,marketing,low,1
14032,ROTTER,0.61,0.83,4,245,3,1,0,1,technical,low,1
14033,REETZ,0.57,0.99,3,222,3,1,0,1,management,low,1
